SERIES,GEOGRAPHY,TIME_PERIOD,OBS_VALUE
dcs:who/HWF_0013,dcid:country/AFG,2019,545.0
dcs:who/HWF_0013,dcid:country/ALB,2018,250.0
dcs:who/HWF_0013,dcid:country/ARG,2018,5337.0
dcs:who/HWF_0013,dcid:country/AUS,2017,1130.0
dcs:who/HWF_0013,dcid:country/AUS,2019,1156.0
dcs:who/HWF_0013,dcid:country/AUS,2018,1132.0
dcs:who/HWF_0013,dcid:country/AUS,2020,1131.0
dcs:who/HWF_0013,dcid:country/AUT,2017,700.0
dcs:who/HWF_0013,dcid:country/BEN,2017,15.0
dcs:who/HWF_0013,dcid:country/BEN,2004,1.0
dcs:who/HWF_0013,dcid:country/BFA,2018,2.0
dcs:who/HWF_0013,dcid:country/BFA,2022,7.0
dcs:who/HWF_0013,dcid:country/BGD,2011,2170.0
dcs:who/HWF_0013,dcid:country/BGD,2019,23.0
dcs:who/HWF_0013,dcid:country/BGD,2007,1103.0
dcs:who/HWF_0013,dcid:country/BGD,2009,1682.0
dcs:who/HWF_0013,dcid:country/BGD,2008,1436.0
dcs:who/HWF_0013,dcid:country/BGD,2010,1916.0
dcs:who/HWF_0013,dcid:country/BGD,2004,589.0
dcs:who/HWF_0013,dcid:country/BGD,2021,40.0
dcs:who/HWF_0013,dcid:country/BGD,2012,2170.0
dcs:who/HWF_0013,dcid:country/BGD,2020,40.0
dcs:who/HWF_0013,dcid:country/BGR,2018,1624.0
dcs:who/HWF_0013,dcid:country/BHR,2015,82.0
dcs:who/HWF_0013,dcid:country/BHR,2012,191.0
dcs:who/HWF_0013,dcid:country/BHR,2013,196.0
dcs:who/HWF_0013,dcid:country/BHR,2014,208.0
dcs:who/HWF_0013,dcid:country/BHR,2008,154.0
dcs:who/HWF_0013,dcid:country/BHR,2004,66.0
dcs:who/HWF_0013,dcid:country/BHR,2006,150.0
dcs:who/HWF_0013,dcid:country/BHR,2005,145.0
dcs:who/HWF_0013,dcid:country/BHR,2010,172.0
dcs:who/HWF_0013,dcid:country/BHR,2009,159.0
dcs:who/HWF_0013,dcid:country/BHR,2011,181.0
dcs:who/HWF_0013,dcid:country/BHS,2011,6.0
dcs:who/HWF_0013,dcid:country/BHS,2008,5.0
dcs:who/HWF_0013,dcid:country/BLR,2018,1822.0
dcs:who/HWF_0013,dcid:country/BLZ,2019,5.0
dcs:who/HWF_0013,dcid:country/BRA,2000,37036.0
dcs:who/HWF_0013,dcid:country/BRA,2021,5311.0
dcs:who/HWF_0013,dcid:country/BRB,2001,2.0
dcs:who/HWF_0013,dcid:country/BRN,2019,30.0
dcs:who/HWF_0013,dcid:country/BRN,2012,8.0
dcs:who/HWF_0013,dcid:country/BTN,2020,53.0
dcs:who/HWF_0013,dcid:country/BTN,2022,51.0
dcs:who/HWF_0013,dcid:country/BTN,2018,38.0
dcs:who/HWF_0013,dcid:country/BTN,2007,58.0
dcs:who/HWF_0013,dcid:country/BTN,2019,35.0
dcs:who/HWF_0013,dcid:country/BTN,2021,54.0
dcs:who/HWF_0013,dcid:country/BTN,2004,14.0
dcs:who/HWF_0013,dcid:country/BTN,2017,44.0
dcs:who/HWF_0013,dcid:country/BWA,2018,27.0
dcs:who/HWF_0013,dcid:country/BWA,2020,33.0
dcs:who/HWF_0013,dcid:country/BWA,2022,33.0
dcs:who/HWF_0013,dcid:country/BWA,2019,33.0
dcs:who/HWF_0013,dcid:country/BWA,2021,35.0
dcs:who/HWF_0013,dcid:country/CAF,2004,7.0
dcs:who/HWF_0013,dcid:country/CAF,2008,8.0
dcs:who/HWF_0013,dcid:country/CAF,2009,8.0
dcs:who/HWF_0013,dcid:country/CAF,2018,1.0
dcs:who/HWF_0013,dcid:country/CAN,2018,2600.0
dcs:who/HWF_0013,dcid:country/CIV,2014,190.0
dcs:who/HWF_0013,dcid:country/CIV,2019,40.0
dcs:who/HWF_0013,dcid:country/CMR,2022,11.0
dcs:who/HWF_0013,dcid:country/CMR,2021,3.0
dcs:who/HWF_0013,dcid:country/CMR,2020,12.0
dcs:who/HWF_0013,dcid:country/COD,2009,34.0
dcs:who/HWF_0013,dcid:country/COG,2004,2.0
dcs:who/HWF_0013,dcid:country/COK,2019,1.0
dcs:who/HWF_0013,dcid:country/COK,2009,15.0
dcs:who/HWF_0013,dcid:country/COM,2004,9.0
dcs:who/HWF_0013,dcid:country/CPV,2019,20.0
dcs:who/HWF_0013,dcid:country/CUB,2014,4402.0
dcs:who/HWF_0013,dcid:country/CUB,2012,5216.0
dcs:who/HWF_0013,dcid:country/CUB,2018,1150.0
dcs:who/HWF_0013,dcid:country/CUB,2013,4459.0
dcs:who/HWF_0013,dcid:country/CYP,2008,12.0
dcs:who/HWF_0013,dcid:country/CZE,2018,3389.0
dcs:who/HWF_0013,dcid:country/DEU,2015,68000.0
dcs:who/HWF_0013,dcid:country/DZA,2007,389.0
dcs:who/HWF_0013,dcid:country/DZA,2002,677.0
dcs:who/HWF_0013,dcid:country/DZA,2018,729.0
dcs:who/HWF_0013,dcid:country/DZA,2017,521.0
dcs:who/HWF_0013,dcid:country/EGY,2004,1724.0
dcs:who/HWF_0013,dcid:country/EGY,2016,2252.0
dcs:who/HWF_0013,dcid:country/EGY,2017,2359.0
dcs:who/HWF_0013,dcid:country/EGY,2018,2428.0
dcs:who/HWF_0013,dcid:country/ESP,2015,11200.0
dcs:who/HWF_0013,dcid:country/EST,2020,68.0
dcs:who/HWF_0013,dcid:country/EST,2018,94.0
dcs:who/HWF_0013,dcid:country/ETH,2022,65.0
dcs:who/HWF_0013,dcid:country/ETH,2003,33.0
dcs:who/HWF_0013,dcid:country/FIN,2002,865.0
dcs:who/HWF_0013,dcid:country/FIN,2018,700.0
dcs:who/HWF_0013,dcid:country/FJI,2019,11.0
dcs:who/HWF_0013,dcid:country/FJI,2015,177.0
dcs:who/HWF_0013,dcid:country/FSM,2008,26.0
dcs:who/HWF_0013,dcid:country/GAB,2019,9.0
dcs:who/HWF_0013,dcid:country/GAB,2020,9.0
dcs:who/HWF_0013,dcid:country/GAB,2017,46.0
dcs:who/HWF_0013,dcid:country/GAB,2022,17.0
dcs:who/HWF_0013,dcid:country/GAB,2016,33.0
dcs:who/HWF_0013,dcid:country/GAB,2004,52.0
dcs:who/HWF_0013,dcid:country/GBR,1997,32563.0
dcs:who/HWF_0013,dcid:country/GEO,2018,154.0
dcs:who/HWF_0013,dcid:country/GEO,2019,121.0
dcs:who/HWF_0013,dcid:country/GHA,2004,135.0
dcs:who/HWF_0013,dcid:country/GHA,2016,30.0
dcs:who/HWF_0013,dcid:country/GHA,2017,167.0
dcs:who/HWF_0013,dcid:country/GHA,2007,13.0
dcs:who/HWF_0013,dcid:country/GHA,2008,15.0
dcs:who/HWF_0013,dcid:country/GIN,2005,16.0
dcs:who/HWF_0013,dcid:country/GIN,2004,38.0
dcs:who/HWF_0013,dcid:country/GIN,2000,20.0
dcs:who/HWF_0013,dcid:country/GMB,2021,6.0
dcs:who/HWF_0013,dcid:country/GMB,2007,11.0
dcs:who/HWF_0013,dcid:country/GMB,2019,95.0
dcs:who/HWF_0013,dcid:country/GMB,2008,11.0
dcs:who/HWF_0013,dcid:country/GMB,2003,36.0
dcs:who/HWF_0013,dcid:country/GMB,2015,3.0
dcs:who/HWF_0013,dcid:country/GMB,2020,4.0
dcs:who/HWF_0013,dcid:country/GMB,2018,7.0
dcs:who/HWF_0013,dcid:country/GNB,2016,4.0
dcs:who/HWF_0013,dcid:country/GNB,2009,6.0
dcs:who/HWF_0013,dcid:country/GNB,2021,3.0
dcs:who/HWF_0013,dcid:country/GNB,2020,8.0
dcs:who/HWF_0013,dcid:country/GNB,2022,2.0
dcs:who/HWF_0013,dcid:country/GNB,2004,6.0
dcs:who/HWF_0013,dcid:country/GNB,2008,3.0
dcs:who/HWF_0013,dcid:country/GNQ,2004,3.0
dcs:who/HWF_0013,dcid:country/GRD,2002,4.0
dcs:who/HWF_0013,dcid:country/GRD,2001,4.0
dcs:who/HWF_0013,dcid:country/GRD,2000,5.0
dcs:who/HWF_0013,dcid:country/GRD,1999,5.0
dcs:who/HWF_0013,dcid:country/GRD,2003,4.0
dcs:who/HWF_0013,dcid:country/GUY,2009,29.0
dcs:who/HWF_0013,dcid:country/HND,2000,230.0
dcs:who/HWF_0013,dcid:country/HRV,2019,1958.0
dcs:who/HWF_0013,dcid:country/HTI,2018,2.0
dcs:who/HWF_0013,dcid:country/HUN,2018,111.0
dcs:who/HWF_0013,dcid:country/IDN,2003,197.0
dcs:who/HWF_0013,dcid:country/IDN,2021,1033.0
dcs:who/HWF_0013,dcid:country/IDN,2022,984.0
dcs:who/HWF_0013,dcid:country/IDN,2009,7231.0
dcs:who/HWF_0013,dcid:country/IDN,2018,1034.0
dcs:who/HWF_0013,dcid:country/IDN,2019,1046.0
dcs:who/HWF_0013,dcid:country/IDN,2020,1037.0
dcs:who/HWF_0013,dcid:country/IDN,1992,3778.0
dcs:who/HWF_0013,dcid:country/IDN,2010,9723.0
dcs:who/HWF_0013,dcid:country/IND,2017,2388.0
dcs:who/HWF_0013,dcid:country/IND,2020,3176.0
dcs:who/HWF_0013,dcid:country/IRN,2004,2487.0
dcs:who/HWF_0013,dcid:country/IRQ,2017,554.0
dcs:who/HWF_0013,dcid:country/ISL,2022,108.0
dcs:who/HWF_0013,dcid:country/ISL,2019,104.0
dcs:who/HWF_0013,dcid:country/ISR,2021,3334.0
dcs:who/HWF_0013,dcid:country/ISR,2013,3506.0
dcs:who/HWF_0013,dcid:country/ISR,2014,3473.0
dcs:who/HWF_0013,dcid:country/ISR,2012,3550.0
dcs:who/HWF_0013,dcid:country/ISR,1995,2750.0
dcs:who/HWF_0013,dcid:country/ISR,2011,3571.0
dcs:who/HWF_0013,dcid:country/ISR,2010,3559.0
dcs:who/HWF_0013,dcid:country/ISR,2015,3454.0
dcs:who/HWF_0013,dcid:country/JAM,2008,3.0
dcs:who/HWF_0013,dcid:country/JAM,2015,2.0
dcs:who/HWF_0013,dcid:country/JAM,2012,2.0
dcs:who/HWF_0013,dcid:country/JAM,2014,2.0
dcs:who/HWF_0013,dcid:country/JAM,2016,1.0
dcs:who/HWF_0013,dcid:country/JAM,2013,2.0
dcs:who/HWF_0013,dcid:country/JOR,2004,2597.0
dcs:who/HWF_0013,dcid:country/JPN,2016,34640.0
dcs:who/HWF_0013,dcid:country/KEN,2002,594.0
dcs:who/HWF_0013,dcid:country/KEN,2022,181.0
dcs:who/HWF_0013,dcid:country/KEN,2021,261.0
dcs:who/HWF_0013,dcid:country/KEN,2019,468.0
dcs:who/HWF_0013,dcid:country/KGZ,2018,290.0
dcs:who/HWF_0013,dcid:country/KIR,2013,20.0
dcs:who/HWF_0013,dcid:country/KOR,2018,34935.0
dcs:who/HWF_0013,dcid:country/KOR,2004,18946.0
dcs:who/HWF_0013,dcid:country/LBR,2004,3.0
dcs:who/HWF_0013,dcid:country/LKA,2007,27.0
dcs:who/HWF_0013,dcid:country/LKA,2015,50.0
dcs:who/HWF_0013,dcid:country/LKA,2020,78.0
dcs:who/HWF_0013,dcid:country/LKA,2004,26.0
dcs:who/HWF_0013,dcid:country/LKA,2018,30.0
dcs:who/HWF_0013,dcid:country/LKA,2019,66.0
dcs:who/HWF_0013,dcid:country/LKA,2017,42.0
dcs:who/HWF_0013,dcid:country/LKA,2021,65.0
dcs:who/HWF_0013,dcid:country/LKA,2016,40.0
dcs:who/HWF_0013,dcid:country/LSO,2003,4.0
dcs:who/HWF_0013,dcid:country/LSO,2019,6.0
dcs:who/HWF_0013,dcid:country/LSO,2022,5.0
dcs:who/HWF_0013,dcid:country/LUX,2019,332.0
dcs:who/HWF_0013,dcid:country/LVA,2019,189.0
dcs:who/HWF_0013,dcid:country/MDG,2019,12.0
dcs:who/HWF_0013,dcid:country/MDV,2004,4.0
dcs:who/HWF_0013,dcid:country/MDV,2014,40.0
